ship_name,file_path_1,date_seg_1,file_path_2,date_seg_2
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg053.mat,20170326_53,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg005.mat,20170403_5
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg056.mat,20170326_56,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg054.mat,20170403_54
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg065.mat,20170326_65,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg045.mat,20170403_45
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg073.mat,20170326_73,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg055.mat,20170403_55
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg075.mat,20170326_75,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg047.mat,20170403_47
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg079.mat,20170326_79,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg009.mat,20170403_9
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg080.mat,20170326_80,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg041.mat,20170403_41
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg002.mat,20170403_2,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg066.mat,20170326_66
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg003.mat,20170403_3,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg068.mat,20170326_68
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg007.mat,20170403_7,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg058.mat,20170326_58
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg008.mat,20170403_8,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg047.mat,20170326_47
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg023.mat,20170403_23,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg042.mat,20170326_42
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg030.mat,20170403_30,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg077.mat,20170326_77
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg033.mat,20170403_33,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg081.mat,20170326_81
ALFRED_N,deepship_baseline_mat\Tanker\ALFRED_N-80-20170403_seg042.mat,20170403_42,deepship_baseline_mat\Tanker\ALFRED_N-80-20170326_seg063.mat,20170326_63
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg001.mat,20170119_1,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg047.mat,20170723_47
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg002.mat,20170119_2,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg015.mat,20161009_15
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg003.mat,20170119_3,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg024.mat,20170419_24
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg004.mat,20170119_4,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg105.mat,20170723_105
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg005.mat,20170119_5,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg086.mat,20170419_86
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg006.mat,20170119_6,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg048.mat,20170723_48
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg007.mat,20170119_7,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg027.mat,20170419_27
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg008.mat,20170119_8,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg045.mat,20170419_45
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg009.mat,20170119_9,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg100.mat,20170723_100
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg010.mat,20170119_10,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg049.mat,20170723_49
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg011.mat,20170119_11,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg062.mat,20171230_62
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg012.mat,20170119_12,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg087.mat,20170419_87
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170119_seg013.mat,20170119_13,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg062.mat,20170419_62
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg001.mat,20170723_1,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg004.mat,20161009_4
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg002.mat,20170723_2,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg029.mat,20170419_29
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg003.mat,20170723_3,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg013.mat,20161009_13
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg004.mat,20170723_4,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg037.mat,20170419_37
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg005.mat,20170723_5,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg025.mat,20171230_25
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg006.mat,20170723_6,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg016.mat,20161009_16
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg007.mat,20170723_7,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg086.mat,20171230_86
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg008.mat,20170723_8,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg059.mat,20170419_59
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg009.mat,20170723_9,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg058.mat,20171230_58
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg010.mat,20170723_10,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg002.mat,20161009_2
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg011.mat,20170723_11,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg031.mat,20170419_31
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg012.mat,20170723_12,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg012.mat,20171230_12
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg013.mat,20170723_13,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg070.mat,20171230_70
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg014.mat,20170723_14,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg018.mat,20171230_18
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg015.mat,20170723_15,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg005.mat,20171230_5
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg016.mat,20170723_16,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg007.mat,20171230_7
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg020.mat,20170723_20,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg035.mat,20170419_35
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg021.mat,20170723_21,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg047.mat,20170419_47
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg022.mat,20170723_22,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg060.mat,20171230_60
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg023.mat,20170723_23,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg066.mat,20171230_66
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg024.mat,20170723_24,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg014.mat,20170419_14
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg025.mat,20170723_25,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg006.mat,20170419_6
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg026.mat,20170723_26,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg030.mat,20171230_30
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg027.mat,20170723_27,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg012.mat,20170419_12
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg030.mat,20170723_30,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg046.mat,20171230_46
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg032.mat,20170723_32,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg081.mat,20170419_81
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg033.mat,20170723_33,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg001.mat,20170419_1
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg034.mat,20170723_34,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg059.mat,20171230_59
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg035.mat,20170723_35,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg012.mat,20161009_12
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg036.mat,20170723_36,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg085.mat,20170419_85
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg037.mat,20170723_37,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg021.mat,20170419_21
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg038.mat,20170723_38,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg104.mat,20170419_104
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg039.mat,20170723_39,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg105.mat,20170419_105
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg041.mat,20170723_41,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg060.mat,20170419_60
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg044.mat,20170723_44,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg010.mat,20171230_10
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg046.mat,20170723_46,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg065.mat,20171230_65
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg050.mat,20170723_50,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg072.mat,20170419_72
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg052.mat,20170723_52,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg108.mat,20170419_108
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg054.mat,20170723_54,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg080.mat,20170419_80
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg055.mat,20170723_55,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg077.mat,20171230_77
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg056.mat,20170723_56,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg035.mat,20171230_35
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg057.mat,20170723_57,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg084.mat,20170419_84
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg058.mat,20170723_58,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg011.mat,20170419_11
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg059.mat,20170723_59,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg088.mat,20170419_88
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg060.mat,20170723_60,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg066.mat,20170419_66
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg061.mat,20170723_61,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg048.mat,20170419_48
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg062.mat,20170723_62,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg069.mat,20170419_69
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg063.mat,20170723_63,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg032.mat,20170419_32
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg064.mat,20170723_64,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg001.mat,20161009_1
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg065.mat,20170723_65,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg084.mat,20171230_84
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg066.mat,20170723_66,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg054.mat,20170419_54
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg068.mat,20170723_68,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg065.mat,20170419_65
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg069.mat,20170723_69,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg041.mat,20170419_41
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg071.mat,20170723_71,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg014.mat,20171230_14
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg072.mat,20170723_72,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg023.mat,20170419_23
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg073.mat,20170723_73,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg085.mat,20171230_85
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg074.mat,20170723_74,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg097.mat,20170419_97
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg078.mat,20170723_78,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg040.mat,20170419_40
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg080.mat,20170723_80,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170121_seg001.mat,20170121_1
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg081.mat,20170723_81,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg017.mat,20161009_17
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg082.mat,20170723_82,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg003.mat,20161009_3
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg084.mat,20170723_84,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg033.mat,20171230_33
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg085.mat,20170723_85,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg039.mat,20170419_39
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg087.mat,20170723_87,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg072.mat,20171230_72
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg088.mat,20170723_88,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg068.mat,20170419_68
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg089.mat,20170723_89,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20161009_seg021.mat,20161009_21
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg090.mat,20170723_90,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg040.mat,20171230_40
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg092.mat,20170723_92,deepship_baseline_mat\Tanker\AMAGI_GALAXY-89-20170419_seg005.mat,20170419_5
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg093.mat,20170723_93,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg052.mat,20171230_52
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg095.mat,20170723_95,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg024.mat,20171230_24
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg097.mat,20170723_97,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg071.mat,20171230_71
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg098.mat,20170723_98,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg017.mat,20171230_17
AMAGI_GALAXY,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20170723_seg099.mat,20170723_99,deepship_baseline_mat\Tanker\AMAGI_GALAXY-82-20171230_seg022.mat,20171230_22
